TotalT,Temp,LSR,CA,Size,IsoT,HeatT,Ramp,t_rxn,t_iso,t_100,t_pseudo,F_X,Ro,logRo,P,logP,H,logH,Acetyl,Yield
154.1748543,433.15,6,0,5,150.1748543,4,33.75,150.1748543,1.777777778,148.3970765,6.518518519,14.7,8774.428523,9.079596921,680.4137332,6.522701044,1000.881742,6.908636632,4.269325153,52.58656537
14.91071429,513.15,40,0,5,14.91071429,0,0,14.91071429,0,14.91071429,0,23.78409091,197522.0411,12.19360546,15521.00039,9.64994925,32851.90762,10.39976509,3.508,0.695232075
10,513.15,40,0,5,10,0,0,10,0,10,0,23.78409091,132469.8719,11.79411052,10409.29367,9.250454308,22032.41709,10.00027015,3.508,1.825930429
5,413.15,20,0,1.625,4.653935185,0.346064815,28.89632107,4.653935185,1.384259259,3.269675926,6.229166667,18.6,70.07580221,4.249577545,3.897662157,1.360376926,5.120867191,1.633323798,3.248888889,2.709677419
90.09249821,448.15,6,0,5,90.09249821,0,0,90.09249821,0,90.09249821,0,15.1,14553.43989,9.585582663,1311.63315,7.179028319,2086.174382,7.643087228,4.269325153,53.488858
6.612384272,448.15,6,0,0.595,6.612384272,0,0,6.612384272,0,6.612384272,0,15.1,1068.157049,6.973690058,96.26797555,4.567135715,153.1158192,5.031194624,4.269325153,5.814006305
33.52941176,413.15,6,0,22.5,20,13.52941176,8.5,20,4.705882353,15.29411765,21.17647059,20,301.1464467,5.70759668,16.74996321,2.818396062,22.00661155,3.091342933,2.128411429,0.034871
33.82514571,433.15,6,0,5,29.82514571,4,33.75,29.82514571,1.777777778,28.04736793,6.518518519,14.7,1742.626024,7.463148464,135.1320688,4.906252587,198.7779108,5.292188176,4.269325153,21.33872882
119.9191171,463.15,6,0,0.42,119.9191171,0,0,119.9191171,0,119.9191171,0,24.88636364,53557.56881,10.88851241,5201.434364,8.556689706,8900.044793,9.093811589,2.128411429,8.499218144
59.98217469,418.15,8,0,5,39.98217469,20,6,39.98217469,7.5,32.48217469,31.66666667,16.70454545,844.953148,6.73928118,51.84699513,3.94829698,70.14077695,4.250504322,4.144342105,2.291152954
7.597883598,448.15,6,0,5,3.597883598,4,37.5,3.597883598,2,1.597883598,6.666666667,15.1,581.1980321,6.365091546,52.38064758,3.958537202,83.31229281,4.422596111,4.269325153,7.464843207
90,433.15,8,0,2,60,30,2,60,30,30,110,19.48,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,4.041182796,47.8462759
50,463.15,19,0,0.42,50,0,0,50,0,50,0,12.95454545,22330.7051,10.01371792,2168.726092,7.68189522,3710.853201,8.219017102,2.128411429,27.05128205
45.07292096,493.15,40,0,5,45.07292096,0,0,45.07292096,0,45.07292096,0,23.78409091,153871.7688,11.94387486,14218.27555,9.562283427,27783.49021,10.23219725,3.508,2.004287005
50,453.15,15,0,0.177,40,10,15.5,40,5.161290323,34.83870968,16.77419355,12.16,9068.918236,9.112608268,844.7111915,6.738994784,1377.389696,7.227945462,2.128411429,54.85197368
119.9281412,438.15,8,0,5,99.92814117,20,7,99.92814117,9.285714286,90.64242688,32.85714286,17.84090909,8194.602628,9.011231,674.0669362,6.513329418,1018.3108,6.925900455,4.144342105,32.29930229
30.26306406,448.15,6,0,0.595,30.26306406,0,0,30.26306406,0,30.26306406,0,15.1,4888.661014,8.494673724,440.5920453,6.08811938,700.7689898,6.552178289,4.269325153,42.29689587
40,463.15,6,0,0.42,40,0,0,40,0,40,0,24.88636364,17864.56408,9.790574369,1734.980873,7.458751668,2968.682561,7.995873551,2.128411429,4.252712988
21.85135501,493.15,40,0,0.425,17.11111111,4.740243902,41.13712375,17.11111111,2.91707317,14.19403794,8.26504065,20.9,58414.6063,10.97532125,5397.708593,8.593729808,10547.49455,9.263643627,3.508,31.27136566
180.4269177,473.15,40,0,5,180.4269177,0,0,180.4269177,0,180.4269177,0,23.78409091,158734.2699,11.97498682,15592.27471,9.65453086,27939.24905,10.23778776,3.508,1.389169836
59.73138266,428.15,8,0,5,39.73138266,20,6.5,39.73138266,8.461538462,31.2698442,32.30769231,17.84090909,1654.005052,7.41095493,119.7935065,4.785769482,171.4767202,5.144447515,4.144342105,14.06750501
239.3358772,433.15,6,0,5,239.3358772,0,0,239.3358772,0,239.3358772,0,15.1,13983.93598,9.545664519,1084.385388,6.988768643,1595.119974,7.374704231,4.269325153,40.77539305
10,473.15,19,0,0.42,10,0,0,10,0,10,0,12.95454545,8797.704463,9.08224611,864.1878335,6.761790145,1548.507806,7.34504704,2.128411429,47.30769231
120,443.15,4,0,10.35,60,60,2.416666667,60,28.96551724,31.03448276,99.31034481,20.47,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,3.439166667,41.86614558
37.14285714,453.15,15,0,0.59,15,22.14285714,7,15,11.42857143,3.571428571,37.14285714,15,3400.844339,8.131779015,316.7666968,5.758165531,516.521136,6.247116209,2.573478261,51.9
198.1107203,473.15,40,0,0.425,193.8566553,4.254065041,41.13712375,193.8566553,2.430894309,191.425761,7.292682926,20.9,170549.3561,12.04678001,16752.85629,9.726324048,30018.85439,10.30958094,3.508,1.480705507
80.71428571,443.15,15,0,0.59,60,20.71428571,7,60,10,50,34.28571429,15,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,2.573478261,54.5
179.9002832,418.15,8,0,5,159.9002832,20,6,159.9002832,7.5,152.4002832,31.66666667,17.84090909,3379.212079,8.125397849,207.3511326,5.334413649,280.5132584,5.636620991,4.144342105,21.83520224
24,403.15,20,0,1.625,23.82696759,0.173032407,28.89632107,23.82696759,1.038194444,22.78877315,5.537037037,18.6,182.129202,5.204716336,8.057063204,2.086549123,9.962197363,2.298797666,3.248888889,0.817204301
30,453.15,19,0,0.42,30,0,0,30,0,30,0,12.95454545,6801.688677,8.824926195,633.5333936,6.451312711,1033.042272,6.94026339,2.128411429,75.8974359
119.7293533,428.15,8,0,5,99.72935327,20,6.5,99.72935327,8.461538462,91.26781481,32.30769231,17.84090909,4151.701831,8.331273609,300.6925038,5.70608816,430.4220306,6.064766194,4.144342105,28.71976094
54.70588235,423.15,6,0,22.5,40,14.70588235,8.5,40,5.882352941,34.11764706,23.52941176,20,1186.436983,7.078709963,79.48832541,4.375610161,110.651595,4.706386481,2.128411429,2.3204
90.04517846,433.15,6,0,5,90.04517846,55,2.454545455,90.04517846,24.44444444,65.60073402,89.62962961,21.59090909,5261.166964,8.568108137,407.977596,6.011212261,600.1309307,6.397147849,3.695454545,34.87575958
10.0215478,473.15,10,0,0.5,6.2215478,3.8,46.05263158,6.2215478,2.171428571,4.050119229,6.514285714,20.909,5473.533884,8.607679735,537.6585914,6.28722377,963.4115333,6.870480666,4.269325153,79.49526814
60,443.15,10,0,0.178,30,30,4.833333333,30,14.48275862,15.51724138,49.65517242,19.77272727,3452.866703,8.146960094,298.5902279,5.699072158,462.9771018,6.137677597,4.041182796,28.5
124.2238806,425.15,6,0,5,120.2238806,4,31.75,120.2238806,1.637795276,118.5860853,6.42519685,15.1,4083.784476,8.314779405,282.5970556,5.644022051,397.8351846,5.98603781,4.269325153,44.4724339
30,453.15,15,0,0.177,20,10,15.5,20,5.161290323,14.83870968,16.77419355,12.16,4534.459118,8.419461087,422.3555958,6.045847603,688.694848,6.534798282,2.128411429,24.09539474
50.34322864,453.15,40,0,0.425,46.57534247,3.767886179,41.13712375,46.57534247,1.944715447,44.63062702,6.320325203,20.9,10559.69932,9.264800083,983.5678258,6.891186599,1603.80992,7.380137278,3.508,86.48028124
10,453.15,19,0,0.42,10,0,0,10,0,10,0,12.95454545,2267.229559,7.726313907,211.1777979,5.352700423,344.347424,5.841651101,2.128411429,73.71794872
110.7142857,443.15,15,0,0.59,90,20.71428571,7,90,10,80,34.28571429,15,10358.60011,9.245572382,895.7706838,6.797684447,1388.931305,7.236289885,2.573478261,61.3
53.75,448.15,8,0,8,35,18.75,8,35,9.375,25.625,31.25,18.86363636,5653.860268,8.640093824,509.5558585,6.233539481,810.4570837,6.697598389,2.128411429,23.36771084
224,403.15,20,0,1.625,223.8269676,0.173032407,28.89632107,223.8269676,1.038194444,222.7887732,5.537037037,18.6,1710.894466,7.444771592,75.68684591,4.326604379,93.58339108,4.538852922,3.248888889,4.52688172
22.45455312,513.15,40,0,0.425,17.22813036,5.226422764,41.13712375,17.22813036,3.403252032,13.82487833,9.237398373,20.9,228220.8222,12.33806896,17933.26683,9.794412749,37957.73537,10.54422859,3.508,1.121562174
99,423.15,5,0,3,69,30,4.166666667,69,12,57,48,16.93181818,2046.603795,7.623937013,137.1173613,4.920837211,190.8740014,5.251613532,2.128411429,19.48993289
19.02645503,448.15,6,0,5,15.02645503,4,37.5,15.02645503,2,13.02645503,6.666666667,15.1,2427.356487,7.794558079,218.766234,5.388003735,347.9513405,5.852062644,4.269325153,26.22364827
170.446268,433.15,6,0,5,149.352518,21.09375,6.4,149.352518,9.375,139.977518,34.375,14.72,8726.380991,9.074106014,676.6878836,6.517210138,995.4010548,6.903145726,3.695454545,48.1187196
142.5741906,448.15,6,0,5,119.1366906,23.4375,6.4,119.1366906,11.71875,107.4179406,39.0625,15.02,19245.20576,9.865017258,1734.479962,7.458462914,2758.719282,7.922521823,4.269325153,34.09081642
143,423.15,5,0,3,113,30,4.166666667,113,12,101,48,16.93181818,3351.684476,8.117218327,224.5545193,5.414118525,312.5907559,5.744894846,2.128411429,47.24832215
34,440.15,6,0,5,30,4,35.5,30,1.887323944,28.11267606,6.591549296,15.1,2817.401437,7.943570263,236.6860733,5.466734678,361.3295614,5.889790454,4.269325153,24.17631713
55,423.15,10,0,0.177,45,10,12.5,45,4,41,16,12.16,1334.741606,7.196492998,89.42436609,4.493393196,124.4830444,4.824169517,2.128411429,4.029605263
30,423.15,3.7,0,2,23,7,16.1,23,3.105590062,19.89440994,12.42236025,15.48,682.2012651,6.525324724,45.70578711,3.822224923,63.62466712,4.153001243,3.439166667,0.129198966
60,473.15,8,0,8,55,5,35,55,2.857142857,52.14285714,8.571428571,16.89772727,48387.37455,10.7869942,4753.033084,8.466538237,8516.792932,9.049795133,2.879853118,18.61466039
30,463.15,19,0,0.42,30,0,0,30,0,30,0,12.95454545,13398.42306,9.502892297,1301.235655,7.171069596,2226.51192,7.708191479,2.128411429,51.28205128
14.69299405,448.15,6,0,0.595,14.69299405,0,0,14.69299405,0,14.69299405,0,15.1,2373.489579,7.772116547,213.9114627,5.365562204,340.2297459,5.829621113,4.269325153,12.06406308
119.8188309,418.15,8,0,5,99.81883089,20,6,99.81883089,7.5,92.31883089,31.66666667,17.84090909,2109.495945,7.654204309,129.4403438,4.86322011,175.1122946,5.165427452,4.144342105,13.14884856
30.23257594,453.15,6,0,5,30.23257594,55,2.818181818,30.23257594,28.38709678,1.845479164,92.25806452,21.59090909,6854.418981,8.83264883,638.4448811,6.459035346,1041.050965,6.947986025,3.695454545,37.1649589
59.9737593,428.15,8,0,5,34.9737593,25,5.2,34.9737593,10.57692308,24.39683622,40.38461538,16.70454545,1455.946677,7.283411605,105.4488664,4.658226157,150.9432881,5.01690419,4.144342105,15.66212829
45,403.15,8,0,2,30,15,2,30,15,15,80,19.48,229.3147896,5.435095687,10.14446741,2.316928474,12.54317906,2.529177016,4.041182796,5.355142804
45,403.15,5,0,13.375,20,25,2,20,15,5,80,16.81818182,152.8765264,5.029630579,6.76297827,1.911463366,8.362119371,2.123711908,4.041182796,0.893518145
50,473.15,19,0,0.42,50,0,0,50,0,50,0,12.95454545,43988.52231,10.69168402,4320.939167,8.371228057,7742.539029,8.954484953,2.128411429,7.307692308
184,440.15,6,0,5,180,4,35.5,180,1.887323944,178.1126761,6.591549296,15.1,16904.40862,9.735329732,1420.11644,7.258494147,2167.977368,7.681549924,4.269325153,53.95993437
199.8353427,418.15,8,0,5,179.8353427,20,6,179.8353427,7.5,172.3353427,31.66666667,17.84090909,3800.504603,8.242889127,233.2019759,5.451904928,315.4853572,5.754112269,4.144342105,31.84996348
150,413.15,10,0,4,120,30,3.833333333,120,10.43478261,109.5652174,46.95652174,11.932,1806.87868,7.49935615,100.4997793,4.610155531,132.0396693,4.883102403,2.128411429,17.01307409
239.6613191,438.15,8,0,5,209.6613191,30,4.666666667,209.6613191,13.92857143,195.7327477,49.28571428,16.70454545,17193.26684,9.752273124,1414.27391,7.254371541,2136.539148,7.666942578,4.144342105,36.18414396
99.86038114,428.15,8,0,5,74.86038114,25,5.2,74.86038114,10.57692308,64.28345806,40.38461538,16.70454545,3116.414288,8.044438353,225.7104323,5.419252905,323.0900052,5.777930938,4.144342105,29.76511598
88,433.15,20,0,1.625,87.30787037,0.69212963,28.89632107,87.30787037,2.076388889,85.23148148,7.613425926,18.6,5101.231306,8.537237222,395.5753731,5.980341346,581.8873859,6.366276934,3.248888889,95.70967742
55,423.15,8,0,2,30,25,2,30,25,5,100,19.48,889.8277371,6.79102789,59.61624406,4.087928088,82.98869625,4.418704409,4.041182796,6.282667538
36.85135501,493.15,40,0,0.425,32.11111111,4.740243902,41.13712375,32.11111111,2.91707317,29.19403794,8.26504065,20.9,109622.2157,11.60479533,10129.46612,9.223203893,19793.67483,9.893117713,3.508,9.978700091
219.7359865,438.15,8,0,5,189.7359865,30,4.666666667,189.7359865,13.92857143,175.8074151,49.28571428,16.70454545,15559.29086,9.652413222,1279.867248,7.154511639,1933.491426,7.567082677,4.144342105,34.59594728
12.14237474,513.15,40,0,0.425,6.915951973,5.226422764,41.13712375,6.915951973,3.403252032,3.512699941,9.237398373,20.9,91615.52719,11.42535605,7199.017511,8.881699839,15237.51384,9.631515682,3.508,11.12828254
315,418.15,8,0,8,300,15,8,300,5.625,294.375,23.75,18.86363636,6339.97391,8.754629932,389.0258262,5.963645733,526.2903594,6.265853074,2.128411429,24.42795181
40,453.15,15,0,0.177,30,10,15.5,30,5.161290323,24.83870968,16.77419355,12.16,6801.688677,8.824926195,633.5333936,6.451312711,1033.042272,6.94026339,2.128411429,44.81907895
159.7947412,418.15,8,0,5,139.7947412,20,6,139.7947412,7.5,132.2947412,31.66666667,16.70454545,2954.316706,7.99102267,181.2792156,5.20003847,245.2420819,5.502245812,4.144342105,23.23001291
50,413.15,8,0,2,30,20,2,30,20,10,90,19.48,451.7196701,6.113061788,25.12494481,3.22386117,33.00991733,3.496808042,4.041182796,5.652650737
100,433.15,4,0,4,60,40,2,60,30,30,110,19.48,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,4.041182796,44.09650924
25,473.15,5,0,1,10,15,11.66666667,10,8.571428569,1.428571431,25.71428571,23.86363636,8797.704463,9.08224611,864.1878335,6.761790145,1548.507806,7.34504704,4.041182796,13.82857143
330,433.15,4.76,0,5,152.8125,177.1875,0.761904762,152.8125,78.74999999,74.06250001,288.75,21.59,8928.5411,9.09700829,692.3644048,6.540112414,1018.461059,6.926048002,3.695454545,20.71496214
159.9133216,438.15,8,0,5,129.9133216,30,4.666666667,129.9133216,13.92857143,115.9847502,49.28571428,16.70454545,10653.53597,9.273647132,876.3324685,6.775745549,1323.872704,7.188316587,4.144342105,33.46691761
119.9298608,448.15,6,0,5,119.9298608,0,0,119.9298608,0,119.9298608,0,15.1,19373.33357,9.871652841,1746.027519,7.465098497,2777.085863,7.929157406,4.269325153,45.05854886
190,433.15,8,0,4,150,40,3.375,150,17.77777778,132.2222222,65.18518519,11.932,8764.212122,9.078431904,679.6215016,6.521536028,999.7163773,6.907471616,2.128411429,75.02514247
292,430.9681818,7.69,0,5,225,67,2.205882353,225,26.21090908,198.7890909,97.7551515,14.5,11338.70231,9.335977136,854.4383145,6.750444311,1242.105835,7.124563472,4.144342105,35.47917757
80,433.15,4,0,4,40,40,2,40,30,10,110,19.48,2337.123233,7.756676064,181.2324004,5.199780188,266.591034,5.585715776,4.041182796,24.64065708
180.0529486,438.15,8,0,5,160.0529486,20,7,160.0529486,9.285714286,150.7672343,32.85714286,17.84090909,13125.1347,9.48228435,1079.639823,6.984382768,1631.008485,7.396953805,4.144342105,22.84931313
124.4301075,433.15,6,0,5,120.4301075,4,33.75,120.4301075,1.777777778,118.6523297,6.518518519,15.1,7036.500055,8.858866174,545.6459368,6.301970298,802.6396721,6.687905886,4.269325153,63.15578287
160,433.15,6,0,4,120,40,3.375,120,17.77777778,102.2222222,65.18518519,11.932,7011.369698,8.855288353,543.6972013,6.298392477,799.7731019,6.684328065,2.128411429,64.91786792
30,458.15,2.136752137,0,1,20,10,16,20,5.3125,14.6875,16.875,23.86363636,6364.202051,8.758444138,607.6831208,6.409653563,1015.31349,6.922952701,4.041182796,4.996336996
65,423.15,5,0,13.375,30,35,2,30,25,5,100,16.81818182,889.8277371,6.79102789,59.61624406,4.087928088,82.98869625,4.418704409,4.041182796,5.655352086
300,433.15,4.76,0,5,122.8125,177.1875,0.761904762,122.8125,78.74999999,44.06250001,288.75,21.59,7175.698675,8.878455412,556.4401045,6.321559536,818.5177839,6.707495124,3.695454545,19.80451893
170.446268,433.15,6,0,5,149.352518,21.09375,6.4,149.352518,9.375,139.977518,34.375,15.02,8726.380991,9.074106014,676.6878836,6.517210138,995.4010548,6.903145726,4.269325153,64.63693822
10.59863546,513.15,40,0,0.425,5.372212693,5.226422764,41.13712375,5.372212693,3.403252032,1.968960661,9.237398373,20.9,71165.63273,11.17276529,5592.093959,8.629109086,11836.28307,9.37892493,3.508,21.45701301
109.6279227,425.15,6,0,5,89.78417266,19.84375,6.4,89.78417266,8.125,81.65917266,31.875,15.02,3049.803489,8.022832438,211.0457815,5.352075084,297.1065543,5.694090843,4.269325153,16.66035593
38.83655576,425.15,6,0,5,18.99280576,19.84375,6.4,18.99280576,8.125,10.86780576,31.875,15.02,645.150738,6.469483992,44.64429993,3.798726638,62.8494634,4.140742397,4.269325153,1.378557073
12.9010989,440.15,6,0,5,8.901098901,4,35.5,8.901098901,1.887323944,7.013774957,6.591549296,15.1,835.9322946,6.728547623,70.22553823,4.251712037,107.2076721,4.674767814,4.269325153,2.325553942
100,473.15,5,0,3,70,30,5.833333333,70,17.14285714,52.85714286,51.42857143,16.93181818,61583.93124,11.02815626,6049.314834,8.707700294,10839.55464,9.290957189,2.128411429,31.30201342
285,433.15,4.76,0,5,107.8125,177.1875,0.761904762,107.8125,78.74999999,29.06250001,288.75,21.59,6299.277463,8.748190217,488.4779543,6.191294341,718.5461462,6.577229929,3.695454545,19.43653492
4,403.15,20,0,1.625,3.826967593,0.173032407,28.89632107,3.826967593,1.038194444,2.788773149,5.537037037,18.6,29.25267561,3.375971043,1.294084933,0.25780383,1.600077992,0.470052373,3.248888889,0.946236559
10.78906301,453.15,40,0,5,10.78906301,0,0,10.78906301,0,10.78906301,0,23.78409091,2446.128258,7.802261751,227.8410569,5.428648267,371.5186057,5.917598945,3.508,1.09856811
30,425.15,20,0,0.42,30,0,0,30,0,30,0,15.45454545,1019.044916,6.92662111,70.51770103,4.255863757,99.27358424,4.597879516,2,28.01764707
34.90669964,433.15,6,0,5,13.81294964,21.09375,6.4,13.81294964,9.375,4.43794964,34.375,15.02,807.0641379,6.693403142,62.58385051,4.136507266,92.06021317,4.522442854,4.269325153,1.631957592
50.64,469.15,8,0,8,32.886875,17.753125,9.632107023,32.886875,9.966666667,22.92020833,30.31527778,18.63636364,22060.59398,10.00154822,2164.775487,7.680071934,3808.957597,8.245110834,2.128411429,88.80487805
90,433.15,5.666666667,0,2,75,15,1.333333333,75,45.00000001,29.99999999,165,19.31818182,4382.106061,8.385284724,339.8107508,5.828388847,499.8581887,6.214324436,3.439166667,53.95983829
93.52941176,413.15,6,0,22.5,80,13.52941176,8.5,80,4.705882353,75.29411765,21.17647059,20,1204.585787,7.093891041,66.99985284,4.204690423,88.02644622,4.477637295,2.128411429,0.4307
55,413.15,5,0,13.375,25,30,2,25,20,5,90,16.81818182,376.4330584,5.930740232,20.93745401,3.041539613,27.50826444,3.314486485,4.041182796,2.346239023
240.0666009,428.15,8,0,5,220.0666009,20,6.5,220.0666009,8.461538462,211.6050624,32.30769231,17.84090909,9161.303867,9.122743791,663.5195662,6.497558343,949.7856961,6.856236376,4.144342105,26.10678825
465,418.15,8,0,8,450,15,8,450,5.625,444.375,23.75,18.86363636,9509.960865,9.16009504,583.5387393,6.369110841,789.4355391,6.671318183,2.128411429,39.01686747
25,473.15,2.5,0,1,10,15,11.66666667,10,8.571428569,1.428571431,25.71428571,23.86363636,8797.704463,9.08224611,864.1878335,6.761790145,1548.507806,7.34504704,4.041182796,6.620952381
35.33835432,433.15,6,0,5,14.24460432,21.09375,6.4,14.24460432,9.375,4.86960432,34.375,14.72,832.2848922,6.724174801,64.53959584,4.167278924,94.93709483,4.553214513,3.695454545,3.574403635
120,463.15,6,0,0.42,120,0,0,120,0,120,0,24.88636364,53593.69224,10.88918666,5204.94262,8.557363957,8906.047682,9.09448584,2.128411429,4.727767983
180.0847115,453.15,40,0,5,180.0847115,0,0,180.0847115,0,180.0847115,0,23.78409091,40829.33811,10.61715617,3802.989281,8.243542689,6201.170652,8.732493368,3.508,35.40954745
35,443.15,2.5,0,1,30,5,29,30,2.413793103,27.5862069,8.275862069,23.86363636,3452.866703,8.146960094,298.5902279,5.699072158,462.9771018,6.137677597,4.041182796,5.405714286
90,413.15,6,0,4,60,30,3.833333333,60,10.43478261,49.56521739,46.95652174,11.932,903.4393401,6.806208969,50.24988963,3.91700835,66.01983466,4.189955222,2.128411429,3.318806571
44.66339761,473.15,40,0,5,44.66339761,0,0,44.66339761,0,44.66339761,0,23.78409091,39293.53725,10.57881534,3859.756482,8.258359373,6916.161984,8.841616268,3.508,36.66187566
20.01608498,453.15,10,0,0.5,16.61608498,3.4,45.58823529,16.61608498,1.75483871,14.86124627,5.703225807,20.909,3767.247902,8.234100014,350.8948235,5.86048653,572.1706059,6.349437209,4.269325153,54.25867508
120,443.15,4,0,10.35,60,60,2.416666667,60,28.96551724,31.03448276,99.31034481,20.47,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,3.439166667,40.74255007
80,463.15,6,0,0.42,80,0,0,80,0,80,0,24.88636364,35729.12816,10.48372155,3469.961747,8.151898849,5937.365121,8.689020732,2.128411429,15.41384357
34.10752688,433.15,6,0,5,30.10752688,4,33.75,30.10752688,1.777777778,28.3297491,6.518518519,15.1,1759.125014,7.472571813,136.4114842,4.915675937,200.659918,5.301611525,4.269325153,10.35199856
84,403.15,20,0,1.625,83.82696759,0.173032407,28.89632107,83.82696759,1.038194444,82.78877315,5.537037037,18.6,640.7587812,6.46265307,28.34599801,3.344485857,35.04855548,3.556734399,3.248888889,1.150537634
90,473.15,8,0,8,85,5,35,85,2.857142857,82.14285714,8.571428571,16.89772727,74780.48793,11.22231227,7345.596585,8.901856309,13162.31635,9.485113204,2.879853118,10.04976463
15,443.15,2.5,0,1,10,5,29,10,2.413793103,7.586206897,8.275862069,23.86363636,1150.955568,7.048347805,99.53007598,4.60045987,154.3257006,5.039065308,4.041182796,4.253333333
6,423.15,20,0,1.625,5.480902778,0.519097222,28.89632107,5.480902778,1.730324074,3.750578704,6.921296296,18.6,162.5686439,5.091100336,10.89169459,2.388000534,15.16176586,2.718776855,3.248888889,0.752688172
63.75,448.15,10,0,8,45,18.75,8,45,9.375,35.625,31.25,18.86363636,7269.248917,8.891408252,655.1432466,6.484853909,1042.01625,6.948912818,2.128411429,30.58795181
19.98545246,493.15,40,0,5,19.98545246,0,0,19.98545246,0,19.98545246,0,23.78409091,68227.14958,11.13059785,6304.421015,8.749006415,12319.2731,9.418920234,3.508,18.03858304
139.8319218,418.15,8,0,5,119.8319218,20,6,119.8319218,7.5,112.3319218,31.66666667,16.70454545,2532.437527,7.836937567,155.3923747,5.045953368,210.221284,5.348160709,4.144342105,17.75981238
50.71428571,443.15,15,0,0.59,30,20.71428571,7,30,10,20,34.28571429,16.03409,3452.866703,8.146960094,298.5902279,5.699072158,462.9771018,6.137677597,2.573478261,45.65273115
30,458.15,3.333333333,0,1,20,10,16,20,5.3125,14.6875,16.875,23.86363636,6364.202051,8.758444138,607.6831208,6.409653563,1015.31349,6.922952701,4.041182796,8.171428571
60,423.15,6,0,0.42,60,0,0,60,0,60,0,24.88636364,1779.655474,7.484175071,119.2324881,4.781075269,165.9773925,5.111851589,2.128411429,0.236791614
110,438.15,4,0,5,60,50,2.8,60,23.21428571,36.78571429,82.14285714,17.6,4920.297245,8.501124223,404.7309967,6.003222641,611.4258435,6.415793678,2.128411429,67.27272727
18.2472391,473.15,40,0,0.425,13.99317406,4.254065041,41.13712375,13.99317406,2.430894309,11.56227975,7.292682926,20.9,12310.78099,9.418230661,1209.273078,7.097774696,2166.853926,7.681031591,3.508,85.48328621
80,433.15,8,0,2,50,30,2,50,30,20,110,19.48,2921.404041,7.979819616,226.5405005,5.422923739,333.2387924,5.808859327,4.041182796,35.11760314
36.95,448.15,6,0,8,18.2,18.75,8,18.2,9.375,8.825,31.25,18.86363636,2940.00734,7.986167357,264.9690464,5.579613013,421.4376835,6.043671922,2.128411429,9.287710843
44.625,463.15,8,0,8,24,20.625,8,24,11.25,12.75,35,18.86363636,10718.73845,9.279748746,1040.988524,6.947926045,1781.209536,7.485047927,2.128411429,37.49012048
40,453.15,15,0,0.177,30,10,15.5,30,5.161290323,24.83870968,16.77419355,12.16,6801.688677,8.824926195,633.5333936,6.451312711,1033.042272,6.94026339,2.128411429,39.47368421
39.92039708,463.15,6,0,0.42,39.92039708,0,0,39.92039708,0,39.92039708,0,24.88636364,17829.01229,9.788582314,1731.528135,7.456759612,2962.774665,7.993881495,2.128411429,27.08643874
14.6837652,448.15,6,0,5,14.6837652,0,0,14.6837652,0,14.6837652,0,15.1,2371.998762,7.771488238,213.7771024,5.364933894,340.0160435,5.828992803,4.269325153,4.069804413
59.89433328,473.15,40,0,5,59.89433328,0,0,59.89433328,0,59.89433328,0,23.78409091,52693.26432,10.87224291,5175.995412,8.55178695,9274.684262,9.135043845,3.508,26.5708361
55,423.15,10,0,0.177,45,10,12.5,45,4,41,16,12.16,1334.741606,7.196492998,89.42436609,4.493393196,124.4830444,4.824169517,2.128411429,3.618421053
47.17850719,448.15,6,0,5,23.74100719,23.4375,6.4,23.74100719,11.71875,12.02225719,39.0625,15.02,3835.095352,8.251949577,345.6391229,5.845395233,549.7447844,6.309454142,4.269325153,36.71307488
199.7104343,418.15,8,0,5,179.7104343,20,6,179.7104343,7.5,172.2104343,31.66666667,16.70454545,3797.864883,8.242194315,233.0400006,5.451210115,315.2662302,5.753417457,4.144342105,29.60788225
80.23044065,433.15,6,0,5,59.13669065,21.09375,6.4,59.13669065,9.375,49.76169065,34.375,14.72,3455.24334,8.147648165,267.93711,5.590752289,394.1327876,5.976687877,3.695454545,29.11105933
14.73585673,513.15,40,0,0.425,9.509433962,5.226422764,41.13712375,9.509433962,3.403252032,6.10618193,9.237398373,20.9,125971.3499,11.74380978,9898.649077,9.20015357,20951.58153,9.949969413,3.508,4.895559321
20,453.15,19,0,0.42,20,0,0,20,0,20,0,12.95454545,4534.459118,8.419461087,422.3555958,6.045847603,688.694848,6.534798282,2.128411429,83.71794872
40,473.15,15,0,0.59,15,25,7,15,14.28571429,0.714285714,42.85714286,15,13196.55669,9.487711218,1296.28175,7.167255253,2322.761709,7.750512148,2.573478261,57.4
100,423.15,50,0,2,95,5,25,95,2,93,8,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,2.128411429,8.800258356
49.49450549,440.15,6,0,5,45.49450549,4,35.5,45.49450549,1.887323944,43.60718155,6.591549296,15.1,4272.542839,8.359964442,358.9305288,5.883128857,547.9503239,6.306184633,4.269325153,38.61363931
97,422.4227273,7.69,0,5,30,67,2.205882353,30,22.33696971,7.663030291,90.00727275,14.5,847.0174229,6.741721265,56.06245317,4.026466304,77.72128585,4.353129169,4.144342105,0
